nazwa leku,identyfikator_leku,zakres_wskazan,zakres_wskazan_pozarejestracyjnych,poziom_odplatnosci,wysokosc_doplaty_swiadczeniobiorcy,id_leku
Etform SR,07613421049263,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1669
Etform SR,07613421049270,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,12.63,1670
Etform SR,07613421049270,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1670
Etform SR,07613421049287,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,7.04,1671
Etform SR,07613421049287,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1671
Etform SR,07613421049294,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,10.54,1672
Etform SR,07613421049294,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1672
Etform SR,07613421049300,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,18.2,1673
Etform SR,07613421049300,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1673
Etform SR,07613421049317,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,8.26,1674
Etform SR,07613421049317,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1674
Etform SR,07613421049324,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,12.63,1675
Etform SR,07613421049324,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1675
Etform SR,07613421049331,Cukrzyca,zespoły insulinooporności w przypadkach innych niż w przebiegu cukrzycy,ryczałt,23.61,1676
Etform SR,07613421049331,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1676
Ethambutol Teva,05909990227310,Gruźlica; w tym również gruźlica lekooporna i inne mykobakteriozy,,bezpłatny do limitu,0,1677
Etiagen,05909990806355,Schizofrenia,zaburzenia psychiczne inne niż wymienione w ChPL u pacjentów z otępieniem,ryczałt,5.48,1678
Etiagen,05909990806362,Schizofrenia,,ryczałt,4.39,1679
Etiagen,05909990806386,Schizofrenia,,ryczałt,3.2,1680
Etibax,05909991402303,Hipercholesterolemia LDL-C powyżej 130 mg/dl utrzymująca się pomimo terapii statynami w przypadku: stanu po zawale serca lub rewaskularyzacji wieńcowej (przezskórnej lub kardiochirurgicznej); stanu po rewaskularyzacji obwodowej lub amputacji obwodowej z powodu choroby miażdżycowej; hipercholesterolemii rodzinnej,,30%,3.85,1681
Etibax,05909991402303,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1681
Etibax,05909991402310,Hipercholesterolemia LDL-C powyżej 130 mg/dl utrzymująca się pomimo terapii statynami w przypadku: stanu po zawale serca lub rewaskularyzacji wieńcowej (przezskórnej lub kardiochirurgicznej); stanu po rewaskularyzacji obwodowej lub amputacji obwodowej z powodu choroby miażdżycowej; hipercholesterolemii rodzinnej,,30%,11.26,1682
Etibax,05909991402310,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1682
Etoposid - Ebewe,05909990776016,Znajduje się w załącznikach: C.24.,,bezpłatny,0,1683
Etoposid - Ebewe,05909990776115,Znajduje się w załącznikach: C.24.,,bezpłatny,0,1684
Etoposid - Ebewe,05909990776214,Znajduje się w załącznikach: C.24.,,bezpłatny,0,1685
Etoposid - Ebewe,05909990776313,Znajduje się w załącznikach: C.24.,,bezpłatny,0,1686
Etopozyd Accord,05909991198121,Znajduje się w załącznikach: C.24.,,bezpłatny,0,1687
Etopozyd Accord,05909991233297,Znajduje się w załącznikach: C.24.,,bezpłatny,0,1688
Etopozyd Accord,05909991233303,Znajduje się w załącznikach: C.24.,,bezpłatny,0,1689
Etopro,05909990061464,Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,7.62,1690
Etopro,05909990061471,Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,6.1,1691
Etopro,05909990061488,Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,5.12,1692
Etopro,05909990061495,Padaczka oporna na leczenie,zespół Tourette'a,ryczałt,7.49,1693
Etruzil,05909990710201,<1>Nowotwory złośliwe - Rak piersi w II rzucie hormonoterapii; <2>Wczesny rak piersi w I rzucie hormonoterapii,hormonozależny i HER2-ujemny rak piersi w I rzucie hormonoterapii stosowanej z powodu zaawansowanego nowotworu (możliwe wcześniejsze stosowanie hormonoterapii uzupełniającej wczesnego raka piersi) w przypadkach innych niż w ChPL,bezpłatny do limitu,5.58,1694
Euphyllin long,09120099670104,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,bradykardia u dzieci do 18 roku życia,ryczałt,6.24,1695
Euphyllin long,09120099670104,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1695
Euphyllin long,09120099670111,We wszystkich zarejestrowanych wskazaniach na dzień wydania decyzji,bradykardia u dzieci do 18 roku życia,ryczałt,6.49,1696
Euphyllin long,09120099670111,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1696
Euthyrox N 100,05909991051419,Niedoczynność tarczycy,,ryczałt,4.32,1697
Euthyrox N 100,05909991051419,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1697
Euthyrox N 100,05909991051419,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1697
Euthyrox N 100,05909991051426,Niedoczynność tarczycy,,ryczałt,7.11,1698
Euthyrox N 100,05909991051426,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1698
Euthyrox N 100,05909991051426,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1698
Euthyrox N 112 µg,05909990719006,Niedoczynność tarczycy,,ryczałt,4.29,1699
Euthyrox N 112 µg,05909990719006,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1699
Euthyrox N 112 µg,05909990719006,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1699
Euthyrox N 125,05909991051518,Niedoczynność tarczycy,,ryczałt,4.44,1700
Euthyrox N 125,05909991051518,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1700
Euthyrox N 125,05909991051518,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1700
Euthyrox N 125,05909991051525,Niedoczynność tarczycy,,ryczałt,8.89,1701
Euthyrox N 125,05909991051525,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1701
Euthyrox N 125,05909991051525,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1701
Euthyrox N 137 µg,05909990719037,Niedoczynność tarczycy,,ryczałt,4.87,1702
Euthyrox N 137 µg,05909990719037,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1702
Euthyrox N 137 µg,05909990719037,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1702
Euthyrox N 150,05909991051617,Niedoczynność tarczycy,,ryczałt,5.33,1703
Euthyrox N 150,05909991051617,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1703
Euthyrox N 150,05909991051617,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1703
Euthyrox N 150,05909991051624,Niedoczynność tarczycy,,ryczałt,10.67,1704
Euthyrox N 150,05909991051624,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1704
Euthyrox N 150,05909991051624,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1704
Euthyrox N 175,05909991051716,Niedoczynność tarczycy,,ryczałt,6.22,1705
Euthyrox N 175,05909991051716,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1705
Euthyrox N 175,05909991051716,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1705
Euthyrox N 200,05909991051815,Niedoczynność tarczycy,,ryczałt,7.11,1706
Euthyrox N 200,05909991051815,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1706
Euthyrox N 200,05909991051815,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1706
Euthyrox N 25,05909991051112,Niedoczynność tarczycy,,ryczałt,5.61,1707
Euthyrox N 25,05909991051112,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1707
Euthyrox N 25,05909991051112,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1707
Euthyrox N 25,05909991051129,Niedoczynność tarczycy,,ryczałt,7.64,1708
Euthyrox N 25,05909991051129,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1708
Euthyrox N 25,05909991051129,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1708
Euthyrox N 50,05909991051211,Niedoczynność tarczycy,,ryczałt,6,1709
Euthyrox N 50,05909991051211,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1709
Euthyrox N 50,05909991051211,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1709
Euthyrox N 50,05909991051228,Niedoczynność tarczycy,,ryczałt,8.03,1710
Euthyrox N 50,05909991051228,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1710
Euthyrox N 50,05909991051228,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1710
Euthyrox N 75,05909991051310,Niedoczynność tarczycy,,ryczałt,5.21,1711
Euthyrox N 75,05909991051310,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1711
Euthyrox N 75,05909991051310,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1711
Euthyrox N 75,05909991051327,Niedoczynność tarczycy,,ryczałt,7.65,1712
Euthyrox N 75,05909991051327,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1712
Euthyrox N 75,05909991051327,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1712
Euthyrox N 88 µg,05909990718986,Niedoczynność tarczycy,,ryczałt,4.56,1713
Euthyrox N 88 µg,05909990718986,Przysługuje świadczeniobiorcom; o których mowa w art. 43a ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1713
Euthyrox N 88 µg,05909990718986,Przysługujące świadczeniobiorcom; o których mowa w art. 43b ust. 1 ustawy z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych (Dz.U. z 2021 r. poz. 1285; z późn. zm.),,,,1713
Evercare,5904378480035,Cukrzyca typu I; Pozostałe typy cukrzycy wymagające co najmniej 3 wstrzyknięć insuliny na dobę oraz terapia cukrzycy za pomocą pompy insulinowej,,ryczałt,3.2,1714
Evercare,5904378480035,Cukrzyca,,30%,11.29,1714
Everchek,5904378480356,Cukrzyca typu I; Pozostałe typy cukrzycy wymagające co najmniej 3 wstrzyknięć insuliny na dobę oraz terapia cukrzycy za pomocą pompy insulinowej,,ryczałt,3.2,1715
Everchek,5904378480356,Cukrzyca,,30%,10.98,1715
Everolimus Accord,05909991383565,Znajduje się w załącznikach: B.10.; B.53.,,bezpłatny,0,1716
Everolimus Accord,05909991383596,Znajduje się w załącznikach: B.10.; B.53.,,bezpłatny,0,1717
Everolimus Stada,05909991372514,Znajduje się w załącznikach: B.10.; B.53.,,bezpłatny,0,1718
Everolimus Stada,05909991372538,Znajduje się w załącznikach: B.10.; B.53.,,bezpłatny,0,1719
Evertas,05909991078386,Choroba Alzheimera,,30%,59.52,1720
